id,post_id,post_text,reply_id,reply_text,Against,Support,Neither
8081,1511058596469030912,"خوش رقصی #جلیلیون برای ارباب روسی

صدا و سیمای پوتین به نقل از ارتش متجاوز، کشتار غیرنظامیان در شهر بوچای اوکراین را به اوکراینی ها نسبت داد و آنرا کشته‌سازی خواند.
کشته‌سازی اولین بار درباره کشته‌شدگان اعتراضات ۸۸ توسط صدا و سیما استفاده شده بود

عشق به پوتین عشق به همه خوبیهاست",1511088596836659200,کارمندان صدا سیما ، روح خود را به شیطان فروخته اند ،,0,1,0
3464,1549494308860051456,مدیرکل مدیریت بحران آذربایجان غربی با بیان اینکه در دو دهه گذشته سالانه ۴۰ سانتی‌متر از ارتفاع دریاچه ارومیه کم شده است، از خشک شدن ۹۵ درصد این دریاچه خبر داد. خبرگزاری ایسنا با انتشار ویدیویی از عکس‌های هوایی مربوط به این دریاچه، روند خشک شدن آن را از سال ۱۹۸۴ تا ۲۰۲۰ نشان داد.,1549503941448196096,😭😭😭😭😭کاششش یکی به فکر بود و دریاچه ارومیه رو نجات میدادددد💔💔💔💔💔اونوقت دغدغه ی مسئولان شده حجاب بانوان 💔💔💔💔به جای رسیدگی به محیط زیست کشور بهانه‌جویی میکنند و به دنبال اون مردم رو دستگیر و اذیت و آزار ...,0,1,0
163,1547149919026282496,"این ویدئوهای کوتاه و عجولانه در جاهای نسبتا امن را دست‌کم نگیرید؛ این حرکت یک پیام عمیق دارد؛ نسلی که به ۴۳ سال عملکرد فرهنگی و تبلیغی نظام دهن‌کجی می‌کند و اجبار را برنمی‌تابد؛ نسلی که می‌خواهد آزاد زندگی کند؛ من امیدم به همین جوانهای زیر ۲۵ سال امروز است
#نه_به_حجاب_اجباری",1547163322704834304," توی فیسبوک اسمت «سارنگ نادری» بود! 
چی شد که اینجا اسمتو عوض کردی؟
اون داستان های تخمی تخیلی کصشعر که اونجا بهم میبافتیو ملت مچتو گرفتند و مفتضح شدی. 
حالا اینجا اون ی دکون زدی واس خودت؟
خاک بر سر فیک بی شخصیت بی وجودت ادم پوک!
لاشخور بیحجابی دخترا شدی الان؟",1,0,0
1092,1541976393449365504,"🧵#رشتو
#طرح_صیانت و #اینترنت_طبقاتی و VPN قانونی نباید با هم مقایسه بشن. هر کدوم کارکرد متفاوت و خطر خودشون رو دارند.

با مثال بگم. فرض کنیم اینترنت طبقاتی شده. آیا در همه طبقات به واتس‌اپ و اینستاگرام دسترسی هست؟ اگر هست، همچنان مسیر جریان اخبار و اطلاعات از انحصار حاکمیت خارجه",1542003604202176512,بعداز چتد روز که نت قطره‌ای می‌اومد، کلا من دیروز فکر کردم شاید مودمم ایراد کلا ۲دقیقه وصل میشد یه دقیقه بعد قطع میشد باز ۵دقیقه وصل میشد دوباره قطع میشد😑 از چند نفر پرسیدم اونام همین مشکلو داشته😐 به مخابرات و ۲۰۲۰ هم زنگ میزدم میرفت رو پیغامگیر و اصلا به هیجاش نبود😒,0,1,0
4127,1542162446386864128,"۸ تیر۱۳۷۳ جنایتکاران سپاه و اطلاعات در دوره رفسنجانی،کشیش پروتستان اسقف میکاییلیان را ربوده و ترور کردند
بعدها عمادالدین‌باقی که اعضای بریده سپاه بود گفت «این کارها برای حفظ امنیت نظام انجام می‌شد بعد هم برای بدنام کردن مجاهدین، به گردن آنها می‌انداختیم»
#انحلال_سپاه_پاسداران",1542163926053519104,اصگات النظام شئونیزم فارسی ارباب رعیتی شرکای اشرار فرقه فارسیسم خیانتکار و جنایتکار و اشغالگر کشور,0,0,1
5718,1493318850351451904,"مسئله تغییر ساختار ج.ا، از جمهوری ریاستی به جمهوری پارلمانی دور نیست و ""شاید"" تا سالی دیگر، محمدباقر قالیباف، پنجمین نخست وزیر جمهوری اسلامی ایران باشد.
حملات اخیر به قالیباف را در کانتکست این ""شاید"" میفهمم.
#فایل_صوتی ",1493326468608409600," یه پیشوند ""ایزدنشان""طور هم برای قالیباف درست کن که علاوه بر آغل بیت، از آخور اون هم طرفی بربندی.",1,0,0
4573,1544997112315797504,بر اساس ویدیویی که در شبکه‌های اجتماعی منتشر شده، بهمن امیری‌مقدم، استاندار کرمانشاه، گفت: «پنج به علاوه یک، چهار به علاوه یک، یعنی همه چهار نفر دنیا یک طرف، جمهوری اسلامی طرف دیگر.»,1545024153497092096,مسئولین ،یکی از یکی بی سواد تر .همشون شش کلاسن ،از بزرگ به کوچیک.تازه تعداد زیادشون مدرسه نرفتن.,0,1,0
7598,1510449727657099264,"گروه های تازه نفس از جمهوری خودمختار چچن به سمت #اوکراین اعزام می شوند. سربازان چچن بسیار آموزش دیده و خاص نبردهای شهری هستند و از رفاه و معیشت خوب برخوردار می باشند.
آنچه تحت عنوان عقب نشینی #روسیه تبلیغ میشود، در اصل جابجایی نیرو با نیروهای تازه نفس است.",1510608270326652928,بعیده روسیه پولی بهت بده دوست عزیز،بی جیره و مواجب؟,1,0,0
5370,1492389870031020032,دارم به این نتیجه میرسم که در ج.ا همه فاسدند مگر اینکه خلافش ثابت شود.این درز کردن فایلهای صوتی هم برای تخریب و با برنامه ریزی خودشان است.درز فایل صوتی #ظریف برای حذف ظریف و درز فایل صوتی #عزیز_جعفری برای تخریب #سلیمانی و حذف #قالیباف.ساده انگارانه است اگر جور دیگری فکر کنیم.,1492478530613096448,والا مردم که به هر دری زدن نتونستن قالیباف رو حذف کنن، بلکه خودشون حالا سر این موضوع اجماع کردن، البته قطعا به نفع شخص یا اشخاص دیگری، فسادِ قالیباف که موضوع پنهانی نیست، منتها کسی زورش به ایشون نمیرسه.,0,1,0
7808,1425725695209230336,"واکسن رازی کووپارس نخستین واکسن تزریقی - استنشاقی پروتئین نوترکیب کرونا است که مطابق با دستورالعمل سازمان جهانی بهداشت و سخت ترین پروتکل های داخلی درحال ساخت است
مؤسسه تحقیقات واکسن و سرم سازی رازی در این واکسن از روش پروتئینی نوترکیب برای تولید آن استفاده کرده!

تحسین نداره؟",1425726163788484608,من که نفهمیدم یعنی چی,0,0,1
1185,1549679003837104128,"میلان و نمایشگاه گروهی عکس « زنان و عدالت» ...

خرسندم که در این نمایشگاه، چهار عکس من که از زنان مناطق مرکزی افغانستان - دایکندی- است هم به نمایش گذاشته می شود. ",1549763788844531712,برایم سوال خلق شد، چرا در عکس دیروزی خال کنج لب تان به سمت راست بود امروز به سمت چپ؟ فضول نیستم🫣,0,0,1
4068,1545505722309304320,"2/ امثال فائزه هاشمی، تاجزاده، اتحاد ملت و برخی جریانات افراطی با سوق دهی اصلاحات به سمت براندازی این هدف را دنبال میکنند که جریان اصلاحات از فضای سیاسی و قدرت کشور حذف شود. چرا؟ چون خودشان دیگر جایی در حاکمیت ندارند.
حذف اینها کمک به اصلاحطلبان واقعی‌ست.",1545698786030370816," حسین مطمئن باش یه دیکتاتوری با بگیر و ببند و زندان پایدار نمی‌مونه.
فقط برات متاسفم که بعد از براندازی مردم پوست امثال تو رو زنده زنده میکنند",0,0,1
911,1540062495221714688,".@Mike_Pence 
مایک پنس - معاون رئیس جمهور آمریکا (۲۰۲۱)
هدف شما برقراری یک جمهوری دمکراتیک و سکولار و غیرهسته‌ای که بر رأی مردم متکی است، و مردم آمریکا همیشه در کنار شما خواهند ایستاد.
#نه_شاه_نه_شیخ 
#میتوان_و_باید 
#FreeIran2022
#Iran
",1540065203076874240," اگر اشرف بایستد دنیا در کنار ما خواهد ایستاد 
#FreeIran2022
#Iran
#نه_شاه_نه_شیخ 
#میتوان_و_باید 
",0,1,0
6660,1492623895895191552,"انعکاس بسیار خوب روزناهم السیاسه کویت به کنفرانس دیروز واشنگتن وسخنرانی خانم مریم رجوی با تیتر:
«رجوی خواستار از کار انداختن مراکز اتمی تهران شد. 
رجوی:‌هر دلاری که ملاها بدست آورند برای سرکوب وصدور تروریزم هزینه خواهند کرد» ",1492799740299333632,حقیقت طلوع خواهد کرد,0,0,1
6637,1494799637206683648,"کاخ سفید: پیشرفت قابل توجهی در مذاکرات احیای برجام حاصل شده است

جن ساکی گفت: اگر ایران جدیت نشان دهد، ما می‌توانیم و باید ظرف چند روز به تفاهمی در مورد بازگشت متقابل به اجرای کامل برجام برسیم. 

بیشتر بخوانید:

",1494868865087688704,خجالت نمی‌کشید با تروریست‌ها مذاکرده می‌کنید؟,1,0,0
1013,1533821157627019264,اعتراض اصناف به افزایش تا ۱۰۸ برابری مالیات‌ها؛ رئیس سازمان امور مالیاتی گفت سقف افزایش را سه‌برابر می‌گذاریم ولی بر اساس عقلانیت، کشور باید با مالیات اداره شود. گفت‌وگو با آرش حسن‌نیا، روزنامه‌نگار اقتصادی,1533828112630353920,ولی دلالان ساختمان ملک وطلافروشان پزشکان وکیلان وکسانیکه جیب ممیزهای اداره مالیات راپرمیکنن ازمالیات معاف هستن,1,0,0
1567,1544965633334468608,"لایحه توافق مبادله زندانیان با ایران در پارلمان بلژیک به رای گذاشته می‌شود
نیلوفر پورابراهیم، خبرنگار ایران اینترنشنال از بروکسل گزارش می‌دهد ",1544971193215762432," ايران
در ۴۴ سال
گذشته هميشه توانسته
حق خودش از زورگوهاي دنيا بگیره

مثال:

* اسير
كردن
دريادار نظامي
بريتانيا وآمريكا

* سرنگون
کردن پهباد
200 مليون
دلاري آمریکا

* انهدام
پایگاههاي نظامي
آمريكا و اسرائيل
در عراق با موشک دقيق و نقطه زن

* چندین
بار پس‌ گرفتن
کشتیهاي نفتي خود ",0,1,0
936,1552317836340580352,"آقای قالیباف که دفعه قبل گفته بود مهمترین مشکل ممکلت ناکارآمدی است، امروز گفته اداره مملکت پول نمی‌خواد، عُرضه می خواد و در زمینه اقتصاد خجالت زده مردم هستیم. 

خواستم بگم منم دقیقا همین‌ها که آقای قالیباف جدیدا میگه!",1552390924516343808," همه معاند و ضد نظام شدن حتی دزدهایی که تو بدنه خود نظام هستند😂

 کم کم دارن معتقد میشن این نظام مزخرفی که خودشون ساختن روبه نابودیه",0,1,0
7588,1509446855104552704,"فایزر اسپانسر مراسم اسکار بوده و به تازگی مرحله سوم تست داروی بیماری الوپیشیا رو با موفقیت گذرونده. 
کمدین معروف کریس راک که اتفاقا دوست ویل اسمیت هم هست روی سن با بیماری همسر ویل اسمیت (بیماری الوپیشیا) شوخی میکنه و ویل هم مثل قیصر روی سن می‌پره و یه سیلی به کریس تقدیم میکن",1509575910881730304,شاگردای رائفی پور ریختن باز,1,0,0
4022,1537414115093794816,"این توییت معنای خوبی ندارد.
گنجینه سیاست خارجی چیزی نیست جز مجموعه‌ای از دیپلماسی‌های تاریخی موفق و نه شکست‌خورده. سیاست خارجی هم باید در خدمت منافع ملی باشد و چیزی نیست که ذاتا ارزشی داشته باشد که مردم و کشور را فدای آن آن کنند.
باید بجای این گزاره‌ها از جزییات مذاکرات می‌نوشتید ",1537414585594040320," سر زداز افق مهر خاوران ...

 دلخوش نباشید که مسکن فقط میسازیم ، آب و برق را مجانی می کنیم برای طبقه مستمند، اتوبوس را مجانی می کنیم دلخوش به ایتمقدار نباشید....

⚠️ هشدار حاوی صحنه خودکشی ",0,1,0
3767,1544156877235290112,"دولت آمریکا در بیانیه‌ای که روز دوشنبه، ۱۳ تیر ۱۴۰۱، منتشر شد، نوشت که گلوله‌ای که منجر به کشته شدن #شیرین_ابوعاقله شد، به‌اندازه‌ای آسیب دیده است که کارشناس‌ها نمی‌توانند با بررسی آن به نتیجه‌ای قطعی برسند. 

#ایندیپندنت_فارسی 
",1544281088163463168,قاتل ابوعاقله صهیونیست ها هستند، امریکا خود به خوبی می‌داند اما از آنها حمایت میکند,1,0,0
3742,1544919943443283968,تورم دو منشاء دارد: فشار تقاضا (Demand Pull) و فشار هزینه (Cost Push). وقتی منشاء تورم شما فشار هزینه است، اما با افزایش نرخ ارز بر فشار هزینه می‌افزائید و برای کنترل تورم، دنبال کاهش فشار تفاضا می‌روید، یعنی علاوه بر تورم، رکود هم ایجاد خواهید کرد. بماند به یادگار...,1544926032343564288,یکی از دلایلی که کشور های حاشیه خلیج فارس‌ از نظر ساخت و ساز تونستن یه حرکتی بکنن با این جمعیت خیلی کم این بود که ارزش پول ملی شون بالا بود و حقوق کارگر رو به دلار میدادن و این سبب جذب کارگر از شرف آسیا شد حالا ایران برای توسعه خودش جمعیت داره ولی استفاده نکرد ازین ظرفیت,0,1,0
3766,1537661596645875712,#فتنه خواندن #انقلاب ۵۷ هیچ تفاوتی با فتنه خواندن #جنبش_سبز ندارد. هر دو به معنای انکار عاملیت سیاسی مردم و به عبارتی ناشی از بی‌اعتبار دانستن حضور، نارضایتی و اعتراضات مردم است.,1537686101116305408,جنبش سبز دعوای بین دو نفر بود هاشمی و خامنه ای، مردم هم به قول سعید حجاریان فقط برای فشار از پایین و چانه زنی در بالا هستند. این نگاه کلی اصلاح‌طلبان است. مردم را به چشم ابزار نگاه می کنند. اما فتنه ۵۷ با دخالت غربی هارابطه مخفیانه و پول گرفتن خمینی از سیا شروع شد سل ۴۲,0,1,0
7457,1494052514848813056,"چند سوال ساده از شبکه۳:

مستند «طراحی کووید» رو با رانت مخالفان واکسن پخش کردین؟!

یا برنامه طبیب که هر روز پخش می‌کنین با رانت مافیای بهداشته ؟!!

آخر سر فائوچی قاتله یا پیامبر نوین WHO؟؟",1494139841323450368,فعلا همین قدر که مردم بفهمن این یه حمله بیولوژیکی تا یه سرماخوردگی کلیه....,1,0,0
478,1551196089637695488,"در پی انتشار عکسی از پشت‌صحنه مصاحبه عیسی زارع‌پور، وزیر ارتباطات ایران، در سفارت جمهوری اسلامی در روسیه، مسئول روابط عمومی این وزارتخانه روز یکشنبه دوم مرداد از کار برکنار شد.

",1551206839722905600," اين
خانم
روسي بي حجاب
اولين قدمي كه در سفارت
گذاشتن يعني ايشون وارد خاک ايران شده

پس
چرا
وزير
زارع پور
از همان لحظه ي
اول مخالفت نكرد و مصاحبه
با نشستن این خانم در برابرش ادامه دادن ؟

اما
تا اينكه
آقاي مهدي سالم
حقیقت و گندهاي وزير زارع پور
به دنيا نشان داد ایشون برکنار کرد🤔 ",0,1,0
7246,1513131453978132480,"شکاف طبقاتی در مرز هشدار!

امروز بیش از ۳۰ درصد از خانوار‌های کشور زیر خط فقر هستند، که عملا جمعیت قابل توجهی را شامل می‌شوند.

 در ابتدای دهه ۹۰ ضریب جینی حدود ۳۶ بوده، اما الان شاخص افزایش پیدا کرده و ۴۱.۵ است.",1513154579483045888,اقا بشه ۲۰۰ درصد فکر کردین این جانوران .مولا براشون مهمه  اخوند ارضا بشه وطن ومردم کیلویی چند,0,1,0
4826,1493416830823636736,"جاستین ترودو، نخست وزیر کانادا، روز دوشنبه ۲۵ بهمن در اقدامی نادر با استفاده از اختیارات قانونی خود برای پایان دادن به اعتراضات کامیون‌داران اعلام وضعیت اضطراری کرد.

",1493718652931252224,لطفا متن رو تصحیح کنید چون چیزی که نوشتید کاملا اشتباه است.,1,0,0
7478,1265958744338436096,"وقتی واژه «ناموس» تعریفی در فرهنگ جوامع غربی نداره، گشتن دنبالِ آمار قتل های ناموسی، حماقت جست و جوگر رو میرسونه

ولی اگه دنبال قتل های خانوادگی میگشت، مخصوصا امار قتل کودکان توسط والدین، یا تجاوز به کودکان توسط ناپدری هاشون، حتما به اطلاعات جالبی میرسید
که به نفعش نیست بیانشون",1265965897061146624,"استاد دانا رو تخریب نکن. پس جذب حداکثری چی میشه؟ معیار حال فعلی افراد است، ممکنه از اونموقع که توییت رو زده تا الان پشیمون شده باشه، چرا زود قضاوت می‌کنی.
اصلا تو خودت چند نفر رو جذب نظام کردی که الان دانا رو نقد می‌کنی؟",1,0,0
2712,1551915315004669952,"عیسی زارع‌پور، وزیر ارتباطات در صفحه اینستاگرامش دلیل قطع و اختلال اینترنت در تهران را «قدیمی و فرسوده» بودن کابل‌های برق داخلی مرکز مخابراتی انقلاب عنوان کرد.

او از صدور دستور برخورد با مقصران احتمالی خبر داد و از شهروندان به دلیل این مشکل عذرخواهی کرد. ",1551929115585953536,عی‌سی تو فکر میکنی خیلی زیرکی و دروغ موزیانه نزدیک به مسایل روزمرگی ایران میگی اما مردک روزی تو را ملاقات خواهم کرد آن روز تو دیگر عیسی نیستی بلکه من موسی‌طور برایت از جفنگ‌هایت میگویم…,1,0,0
4425,1540340048436105216,"همان:
شهر باید طراحی داشته باشد.نه فقط ساختمان، بلکه محله و خیابان هم باید دارای طراحی اصولی باشند تا مثلا به یکباره یک برج در کنار یک ویلا ساخته نشود.
این نوع معماری که اکنون در تهران وجود دارد،نوعی معماری فاشیستی و ارتجاعی است که براساس آن پولی داده می‌شود تا برج‌ها بالا بروند",1540340687601913856,همان: این موزه (هنرهای معاصر) یک معجون من‌درآوردی است.موزه باید مجموعه‌اش گسترش یابد. ساختمان موزه کوچک است و باید ۱۸ هزارمتر به وسعت آن افزوده شود.در زمان تاسیس، موزه جزو ۶-۷ موزه مهم جهان بود ولی اکنون دیگر نمی‌توان این حرف را زد.برای موزه باید بودجه خرید آثار هنری در نظر گرفت.,0,1,0
2984,1554692482436407296,"پلوسی جامعه‌ آزاد تایوان را ستود؛ چینِ خشمگین مانورهای نظامی برگزار می‌کند

اطلاعات روز: در حالی که نانسی پلوسی، رئیس مجلس نمایندگان ایالات متحده، امروز (چهارشنبه، ۱۲ اسد) در سخنرانی خود در پارلمان تایپه، این جزیره‌ی خودگردان را «یکی از آزادترین جوامع جهان» خواند، 1/9 ",1554692485187870720,"چین به‌شدت سفر این مقام بلندپایه ایالات متحده به تایوان در ۲۵ سال اخیر را محکوم کرد.
پکن خشم خود را با حضور پلوسی در جزیره‌ای که می‌گوید بخشی از چین است، با انبوهی از فعالیت‌های نظامی در آب‌های اطراف و احضار سفیر امریکا در پکن 2/9",0,1,0
4246,1535584457553494016,"یک بنده خدایی از آشنایان خیلی خیلی نزدیک 😉 میگفت چند بار از محل کارم دیر رفتم خونه (واقعا کار داشتم)
خانمم زنگ زد گلایه که «این چه وضع زندگیه؟ نه زمان رفتنت معلومه نه برگشتنت
اخیرا هم که دیگه تو جیبت سیگار پیدا میشه... آخه بهمن؟؟؟ ینی اینقدر بدبختی؟»
🤣",1535992047508799488," ممد جواد جواب بده، برنامه ات برای آموزش قرآن چه زمانیه ؟؟ 
قاری بزرگ قرآن حاج سعید طوسی هم تشریف میارن 😘 اوفف",0,0,1
1381,1553703094239870720,"هجمه های اصلاح طلبان به مسئولین برای حضور میدانی در سیل عجیب است.

خب مسئولان دقیقا باید چه کار کنند؟
مثل روحانی در سفر تفریحی کیش باشند و برنگردند؟
یا مثل مجلس دهمی ها با موگرینی سلفی بگیرند؟",1553709230623956736,مسیولین پیش بینی می‌کردند و با چکمه وارد می‌شدند نه با کفش چرم و شلوار پارچه ای,1,0,0
6137,1492735935871688704,"نه اینکه رسانه‌ بیگانه یا اصلاح طلبان یا عدالتخواهان بگویند، ایندفعه رسما فرمانده سپاه و معاون اقتصادی‌ در یک #فایل_صوتی از فساد آقای قالیباف می‌گویند ولی باز امثال آقای احدیان ماله‌ را ول کن نیستند.
سنگ پا اگر کله داشت تا حالا کوبیده بود به دیوار از اینهمه پر رویی!
وابده برادر! ",1492988181561622528,قالیباف فاسده؟ گاز انبره؟ دزده؟ شمره؟ من دیگه مشغوله این چرندیات نمیشم. رزومه کاریش به عنوان شهروند تهران، پایتخت کشوری با سرانه gdp، فقط پنج هزار دلاری، را چشم دارم، میبینم. حال هی بشینیم قاشق زنی کنین. آخه حسن روحانی چی بود رزومه اجراییش که رییس قوه مجریش کردین فقها؟,1,0,0
6417,1493129191587553280,"مقاله شریعتمداری توضیح کاملی بود بر #فايل_صوتی
در این فایل اومده #قاليباف حتی کمک کرده تا عیسی شریفی ک از کشور فرار کرده بوده برگرده

بخشی از مقاله رو برا کسانی نخوندن میذارم امیدوارم کسانی ک چپ و راست به قالیباف تهمت میزنن به اخرت ایمان داشته باشن و تموم کنن این کار رو ",1493255208188596224," اوه اوه خبرگزاری فارسه
خب معلومه از سپاه تا قالیباف و سلیمانی توش هیچ کاره در میان
خیلی جالبه کلا یارو فایل اشتباهی باز کرده :)))))))))))))",1,0,0
5852,1494281913401589504,"بچه‌ها بلاک لیست اوردم براتون چه بلاک لیستی!!!

روی #فایل_صوتی_خاتمی بزنید تا پروژه بگیران و عمال #قالیباف را شناسایی کنید.

آن‌ها در حال فروش شرف خود برای به حاشیه راندن فساد مطرح شده در #فایل_صوتی_سپاه با پخش یک فایل تقطیع و مونتاژ شده‌ی قدیمی (قبل از سال ۸۸) هستند.

#ريتويت",1494574692002369536," ای #لجن_پراکن بی هویت 😅
دشمن #قالیباف دشمن #هاشمی_رفسنجانی است و دشمن هاشمی رفسنجانی دشمن #خدا است 🙈",1,0,0
3028,1545803295612145664,"🟡 گزارش هفته @roshanak_ast
 
🟡#اصلاح‌طلب_اصولگرا_دیگه_تمومه_ماجرا بعنوان یکی از شاخص‌ترین شعارهای اعتراضات سالهای گذشته در #اعتراضات_سراسری #دی۹۶ در دانشگاه تهران توسط دانشجویان سر داده شد.

#جنبش_دانشجویی
#هجده_تیر۷۸
#جان_تازه_در_جنبش_دانشجویی

",1545924266910224384,اگه،وارد جفت گیری های این جانورها بشیم میبینیم تندرو ترن ها که،مثلا اصول گرا،هستن رفته جفتشو از میانه روهاشون گرفته همین جوری جفت گیری کردن بین هم به قول استادی گفت اصلاح طلب هاشون با قاشوق چنگال آدم میخورن,1,0,0
1227,1554724305862287104,"توضیحات وزیر ورزش درباره امکان حضور بانوان در مسابقات لیگ فوتبال:
*دنبال بهترین راهکاریم

*هر زمان که لازم بوده شرایط حضور زنان در ورزشگاه را فراهم کردیم

*فدراسیون فوتبال هم در حال بررسی شرایط است و ما هم جلسه‌ای برای کمک به فدراسیون برگزار کردیم ",1554807634838134784,جاکشا مریخ را هم گرفتند شماها هنوز در پیدا کردن راهکار در گوه خودتون غوطه‌ور هستید,1,0,0
3064,1542889500996784128,بانک مرکزی ملزم است که ظرف ۱۵ روز آیین‌نامه‌ای را برای تسریع و تسهیل در پرداخت وام ازدواج از «حیث وثایق و تضامین» و تعیین «سقف زمان انتظار» تهیه کند که بر اساس آن زوجین بدانند ظرف چه مدتی وام‌شان پرداخت می‌شود.,1542899355656527872,چقدر ساده اید شما ۴۴ ساله بانک مرکزی را ملزم میکنید مقید میکنید دستور میدهید اما شماها را آدم حساب نمیکند شماها هنوز نفهمید بانک مرکزی ارباب شماست و نه شما ارباب او!,1,0,0
40,1546911789878857728,"یک زمانی بازجوها و امنیتی‌ها بازماندگان جنگ بودند و لااقل یک جاهایی وجه اشتراک فکری و صبغهٔ اعتقادی داشتیم؛ نسل جدیدشان موجودات مهیب و در عین حال قابل ترحمی هستند؛ فاقد اعتقاد قلبی، بدون اخلاقیات و کاملا مزدور به معنی واقعی کلمه و لبالب از یک توحش فوق حیوانی!

#پایان_دیکتاتور",1546963316454612736,جوجه بازجوهای جدید، بسیار وقیح و البته بی اطلاع از تاریخ جنگ و رزمندگان جنگ هستند.,0,1,0
1434,1544263987772235520,"احمقانه‌ترین چرت و پرت ممکن، وقتی کولر روی ۲۴ یا ۲۶ باشه موتور کولر طی هر ساعت ممکنه چهار بار ON-OFF کنه و با هر بار در سرویس قرار گرفتن کمپرسور جریان راه‌اندازیش کلی آمپر از شبکه میکشه، این جدا از ضررهاییه که به موتور کولر گازی وارد میشه
موتوری که بالای ده میلیون قیمتشه ",1544306378432561152,کولر ما که او جنرال رو ۱۸ میزارم گرمدره اتاق تا ۲۸ یا ۲۵ به نظرت گازش کم نیست استاد شما که واردی,0,0,1
3835,1553700182012923904,روزنامه نیویورک‌پست با استناد به منابع و مدارک اتهامی از بازداشت یک مرد مسلح ۲۳ ساله به نام خالد مهدی‌‌اف در محله بروکلین نیویورک مقابل منزل مسیح علینژاد روزنامه‌نگار ایرانی خبر داد. بنا براین خبر، این مرد پنجشنبه هفته گذشته بازداشت شده است,1553716598082605056,اگه #پرزیدنت_دونالد_ترامپ حکومت رو داشتن برای حفاظت ☀️♥️🌹#درود_بر_مسیح یگان ویژه امریکا رو بکار میگرفت #لعنت_به_نسل_اخوند ☠️,0,1,0
2895,1539706827260190720,زلزله‌ای به بزرگی ۴/۲ مناطقی از استان‌های هرمزگان و فارس را لرزاند. مرکز لرزه‌نگاری دانشگاه تهران کانون این زلزله را ۱۷ کیلومتری پارسیان، ۳۴ کیلومتری بندر مقام در هرمزگان و ۲۳ کیلومتری لامرد در استان فارس اعلام کرد,1539708184952246272,دوباره ؟ کسی هست توضیح بده چرا این طور شده؟ گویا زلزله افغانستان هم ریشه مشترکی داشته,0,1,0
58,1542787450996678656,"واقعا برام سواله،
ملکی که کلا ۵ تا پارکینگ تامین کرده چرا باید جوازِ ساختِ ۹ یا ۱۰ واحدی بگیره؟

بقیه افرادِ یه ساختمون یا محله باید ماشین هاشون رو کجا پارک کنن؟",1542882552071000064," در سال های دور این سوالو در زمان کرباسچی در نطفه خفه کردند 
و پولشو گرفتن زدن به جیب! 
و این رسم شهرو به منطقه ی توریستی گاف الف تبدیل کرد!!",0,1,0
4003,1546945923359690752,اگر مسئولین ۳۰سال گذشته،حتی با وجود #تحریم‌،به ۱۵درصد فرمایشات و شعارهای سال #مقام_معظم_رهبری عمل میکردند،اگر #ژاپن نمیشدیم حتما اقتصاد اول خاورمیانه بودیم!.فرمودند #خام_فروشی نکنید،هم خام فروشی کردیم هم میادین را برای رقبا رها کردیم!.فرمودند #تولید،نشد،فرمودند #اقتصاد_مقاومتی،,1547152189973581824," اگر مسئولین به ۱ درصد فرمایشات منم عمل میکردن حالا رتبه یک بودیم
فرمایشتو همه میکنن!!! کی کار میکنه",0,1,0
5691,1493594891569487872,"صدراعظم آلمان در بدو ورود از امکان دیدار با رئیس‌جمهوری روسیه ابراز خشنودی کرد. او روابط گسترده اقتصادی دوجانبه را پراهمیت خواند. رئیس‌جمهوری روسیه نیز گفت که مناقشه اوکراین و مسئله تأمین انرژی در کانون گفت‌وگوها است.
",1493653834220060672,با آلمان به مشکل خورده دور ازش میشینه مثل رییسی,0,0,1
3340,1539919150407114752,رئیس‌جمهور در بجنورد: دولت در آغاز کار با کسری بودجه ۴۸۰ هزار میلیارد تومانی مواجه شد که هر ماه ۱۲ تا ۱۳ هزار میلیارد تومان بدهی و فاکتور هزینه‌های دولت قبل پرداخت می شود.,1540246162179035136,جهت تنویر افکار عمومی یه چند تا از این پرداختی‌های ۱۲ هزار میلیاردی رو منتشر کنید,1,0,0
7304,1515144513710432256,"کشوری که ۱٪ جمعیت جهان را دارد اما ۱۰٪ آن مهاجرند

کشوری که ۸٪ ثروت جهان را دارد اما ۳۳٪ مردمش زیرخط فقر و ۲۴٪ روی خط فقرند

کشوری که دوخط ساحلی بزرگ و دو رشته کوه سبز دارد اما کمترین میزان توریست

کشوری که میتوانست رابط غرب با شرق باشد

اما حالا درحال ویرانی! 

#صرفا_جهت_اطلاع",1515152792851148800,شما حالا بروید به شاهزاده رضا هر چی که دلتون میخواد ناروا بگید. تنها دلیل ایران هم به این بدبختی افتاده بخاطر ثروتش است. تنها کسی که میتواند تامین آزادی کشورمان دریابد همین شاهزاده رضاست.,0,1,0
