local_id,tweet_id,data,Not Claim,Trait,Action,Support/Oppose,Prediction,Quantity,Causation/Correlation,Rule/Law,Quote,Other Claim,Comparision
3281,1289630064095748097,رهبر انقلاب: ما در قرآن چند جا داریم که «یُسارِعون فِی الخَیرات» یا «فَاستبِقُوا الخَیْرات»؛ این یعنی مسابقه گذاشتن به معنای واقعی کلمه. قرآن به ما می‌گوید در کار خیر و #کمک_مؤمنانه مسابقه بگذارید. یعنی سعی کنید شما جلوتر از دیگران حرکت کنید و بروید. این کار به نظر من مهم است.,1,0,0,0,0,0,0,0,0,0,0
1761,1477710534069866505,بعد از شهادت سردار، هیچ خبری تلخ‌تر پیام تسلیت روحانی نبود,0,0,1,0,0,0,0,0,0,0,0
4480,1405747497092280325,ناراحتی های مردم به حق است و ممکن است حال برخی بواسطه شرایط کنونی گرفته باشد، اما از همه مردم ایران خواهش می‌کنم با هر گویش و از هر اقلیمی برای رفع مشکلات پای صندوق رای بیایند.,1,0,0,0,0,0,0,0,0,0,0
1463,1446229444402814981,با #اسکوچیچ ۱۰ بازی ۱۰ برد تازه می‌فهمیم هنر #کیروش همچون سیاستمدارها توهم پیروزی به ما بود #تیم_ملی,0,0,1,0,0,0,1,0,0,0,1
3775,1176457796067516416,عمق استراتژیک انقلاب، در تصاحب قلب مردم است. سپاه به عنوان نهاد پاسدار انقلاب در این امر مهم نقش بنیادی دارد. سپاه پیشگام فرصت سازی برای جوانان است. امروز باید خودسازی را اساس کار در نیروهای انقلابی قرار دهیم. در دیدار با مسئولان سپاه، بیرجند ۹۸/۷/۲,1,0,0,0,0,0,0,0,0,0,0
4412,1444014167279603715,منتقدان زاکانی میگویند انتصاب #مناف_هاشمی (از متهمان املاک نجومی و از استانداران بدنام روحانی) به عنوان مشاور شهردار تهران نشان داد که همه با هم هستند. طرفداران زاکانی نیز میگویند این انتصاب، مقدمه برکناری کامل مناف هاشمی است. جا دارد خود زاکانی هدفش از این انتصاب را توضیح دهد.,0,0,1,0,0,0,1,0,0,0,0
3186,1317163805177221121,رهبر انقلاب: پیامبر اکرم، این انسانِ بزرگ و مبارز و زجرکشیده‌ى در میدان‌هاى مبارزه، در زندگى خانوادگى و به عنوان یک پدر، آن قدر مهربان و دل‌رحم و پُرعاطفه بود که انسان نظیر او را در انسان‌هاى معمولىِ باعاطفه هم کم مشاهده می‌کند.,1,0,0,0,0,0,0,0,0,0,0
580,1094976602297888768,آدم با قدرت کنترل ذهن، در سطح اعلای موفقیت قرار می‌گیرد. دین هم اهتمامش را برای کنترل ذهن ما گذاشته است؛ اصلی‌ترین برنامه‌ها و دستورهای دین (مثل نماز) در خدمت کنترل ذهن ما قرار دارد.,1,0,0,0,0,0,0,0,0,0,0
4166,1454754348739842048,مجوز مصرف اضطراری واکسن پروتئین نوترکیب ضد کرونا موسسه رازی، #کووپارس صادر شد.,0,0,1,0,0,0,0,0,0,0,0
3557,1186662790930546689,سی ام مهر ۶۲ هیچ صدایی از حقوق بشری ها برنخاست! در حالیکه #مسجدسلیمان مقاوم و سربلند با سه موشک هر کدام به ارتفاع نه متر و حاوی یک تن مواد منفجره سه زخم عمیق برداشت و ۱۲۰ شهید و ۲۴۴ زخمی تقدیم راه #ایستادگی شد. درود بر مشت های گره کرده و شهدای مسجدسلیمان,0,0,1,0,0,1,0,0,0,0,0
4007,1478104665778757638,کمیته‌ ایتالیایی پارلمانترها برای ایران آزاد،کمیته پارلمانی انگلستان برای ایران آزادو کمیته در جستجوی عدالت،تهاجم و توپ‌باران مناطق مسکونی در بلوچستان توسط پاسداران خامنه‌ای را محکوم و آنرا جنایت‌جنگی معرفی کرده و خواستار طرح آن در شورای امنیت ملل متحد شدند #بلوچستان_تنها_نیست,0,0,1,0,0,0,0,0,1,0,0
4151,1429382080681684995,متولدین ۱۳۵۰ و قبل هم برای واکسن کرونا ثبت نام کنند. سالم باشید همیشه🌷,1,0,0,0,0,0,0,0,0,0,0
3069,1405239962509791232,رسانه‌ها ذهن مردم را مشوش نکنند... ما بر آن عهدی که بستیم، هستیم. #دولتِ_سلام,0,0,0,0,0,0,1,0,0,0,0
3637,1473297184191926274,شهیدی دیگر در عرصه دیپلماسی مقاومت، پس از عمری نقش آفرینی مخلصانه، جان خود را به جهان اسلام بویژه جامعه ایران تقدیم کرد و پیش بینی سردار درباره شهادتش محقق شد. نگاه راهبردی، قلب عاشق و رفتار متواضعانه او همیشه در یاد ما و در قلب حماسه سازان یمن جاودانه خواهد ماند.,0,0,1,0,0,0,0,0,0,0,0
12,1258436269203492871,«آنجایی که حق به طرفِ مقابل هست و شما حق ندارید، منصفانه حق را به او بدهید. خودتان را اگر چنانچه موجب کوچک شدن و زیر پاگذاشتن است، زیر پا بگذارید. این کار سختی است؛ اما کار مهمی است.» رهبر انقلاب ۱۳۸۶/۰۶/۳۱ #انصاف #سبک_زندگی,1,0,0,0,0,0,0,0,0,0,0
3462,879252312786477057,سپردن تریبون های رسمی و ارزشی نظام که باید وحدت آفرین باشند به افراد #وحدت_شکن اوج بدسلیقگی است,0,1,1,0,0,0,0,0,0,0,0
2129,1458351660745568257,تمدیدوضعیت اضطراری آمریکا برابر رژیم دو روز بعداز تاکید فرمانده سنتکام درباره نقش رژیم در طرح ترور نخست‌وزیر #عراق بود بانزدیک شدن به مذاکرات وین،فشار روی خامنه‌ای بیشتر می‌شود او یا باید عقب‌نشینی کند یا اینکه آماده رویارویی باشد اما نتیجه هر۲مسیر برای خامنه‌ای یکسان است #Iran,0,0,1,0,0,0,1,0,0,0,0
1506,1479860093613223942,با تلاش ویژه همکارانم در آذرماه، چندهزار مودی جدید که #فرار_مالیاتی کامل داشتند، شناسایی شدند (به ترتیب ۴ و ۵ برابر تعداد کشف‌شده در آبان‌ و مهر). درآمد مالیاتی دولت باید از کاهش فرار مالیاتی باشد نه از محل فشار بر #تولیدکنندگان، اصناف، حقوق‌بگیران و اقشار شفاف.,0,0,1,0,0,1,1,0,0,0,0
3570,1401971287237402625,شادی و چشیدن مداوم مزه پیروزی حق ملت بزرگ ایران است. برد سه-هیچ امشب تیم ملی فوتبال در ادامه بردهای این چند روزه تیم‌ ملی والیبال، بسیار شیرین بود. دم جوان‌های با غیرت ایرانی گرم! می‌ریم #جام_جهانی ان‌شاءالله #ایران_بحرین,1,0,0,0,0,0,0,0,0,0,0
2300,1220296141188800513,چرا فعال شدن مکانیسم حل اختلاف برجام فقط منجر به بازگشت تحریم‌ها علیه ایران می‌شود؟ چون برجام به شکلی تدوین شده که هر اتفاقی بیفتد ایران مقصر است. در واقع #مکانیسم_ماشه به معنای مکانیسم تنبیه ایران است. از آغاز خلقت بشریت تاکنون کسی همچین قراردادی را قبول نکرده است.,0,0,1,0,0,0,1,0,0,0,1
3677,1377613597514338314,ضربه‌ای که سربازان گمنام امام زمان(عج) به جریان تحریم وارد کردند،از بزرگترین مجاهدت‌های تاریخ انقلاب برای تأمین منافع مردم بوده است. قدردان این مجاهدت‌ها هستیم وامیدواریم برای خنثی شدن توطئه‌های جریان تحریف، بخش بیشتری ازاقدامات این عزیزان برای مردم بازگو شود. #هفته_سربازان_گمنام,0,0,1,0,0,0,0,0,0,0,0
3130,1299784373114474499,رهبر انقلاب: ارزش و عظمت زینب کبری، به خاطر موضع و حرکت عظیم انسانی و اسلامی او بر اساس تکلیف الهی است. کار او، تصمیم او، نوع حرکت او، به او این‌طور عظمت بخشید. هر کس چنین کاری بکند، ولو دختر امیرالمؤمنین(ع) هم نباشد، عظمت پیدا می‌کند.,1,0,0,0,0,0,0,0,0,0,0
1465,1412336288804573184,با #عذرخواهی رئیس‌جمهور از مردم، منتظر توضیحات وزیر نیرو درباره دلایل و ضرورت #قطع_برق می‌مانیم. اعلام دقیق ساعت خاموشی و به حداقل رساندن آن کمترین انتظار شهروندان است. تا #عمق_استراتژیک نظام تامین رفاه و آسایش ایرانیان نباشد، هر روز با یک مشکل جدید مواجه خواهیم شد.,0,0,1,0,0,0,1,0,0,0,0
2246,1103969874366345216,جناب حجت الاسلام مصباحی مقدم که از مخالفین سرسخت FATF هستند درنماز جمعه هرچه‌ خواستند علیه پیوستن به آن گفتند.کمترین انتطار از نظام آنست که در مسائل مهم‌ کشور که بر سرنوشت ۸۰ میلیون ایرانی اثر گذار است اجازه ندهند مثل همیشه تریبون های رسمی فقط در اختیار جناح اقلیت باشد.,0,0,0,1,0,0,1,0,1,0,1
3171,1272585146584178694,رهبر انقلاب: این نقش همسری، فوق‌العاده است؛ ولو اصلاً مادری‌ای وجود نداشته باشد. فرض کنید زنی یا مایل نیست به زایمان، یا به هر دلیلی امکان زایمان برایش وجود ندارد؛ اما همسر است. نقش همسری را نباید دست‌کم گرفت.,1,0,0,0,0,0,0,0,0,0,0
3842,1213053395545808899,فقط یک احمق شاه را می‌کشد! زمین بدون شاه دیگر شطرنج نیست. بازی خون و شمشیر است نه بازی هوش و تدبیر! شهید کردن #قاسم_سلیمانی فقط از یک تازه وارد یا نادان می‌توانست بر بیاید؛ نه یک شطرنج‌ باز,0,1,1,0,0,0,0,0,0,0,0
2244,1154988103247024128,"جناب حجت الاسلام پورمحمدی  یکی از مبانی علم حقوق تفکیک میان داشتن""نیت ارتکاب جرم"" و ""ارتکاب جرم"" است.مجاهدین زندانی در سال ۶۷ حتی اگر نیت ترور وقیام مسلحانه علیه نظام میداشتند(که بسیاری از آنها داشتند)،لاکن هنوز مرتکب جرمی نشده بودند و شما صرفا بواسطه نیت آنها را اعدام کردید.",0,0,1,0,0,0,1,0,0,0,0
2724,1215253430161354752,در سقوط هواپیمای اوکراین مشخص شد فقط در ۱پرواز این همه نخبه از کشور خارج شده! یاد لیست چند هزار نفری افتادم که برخی با لابی وخارج از ضوابط، هیات علمی دانشگاه‌ها شدند. نتیجه لابی‌ها؛ جایگزینی آن #پخمه ها بجای #نخبه ها در مراکز دانشگاهی است. اسامی آنها بایدمنتشر شود! #پخمه_پروری,0,0,1,0,0,0,0,0,0,0,0
1565,1416071153865699331,باز بگین ما چیزی نداریم که خارجی‌ها بیان ازش کپی برداری کنن؛ همین قطع اینترنت رو کوبا از نروژ و سوئد که یاد نگرفته، از ما یاد گرفته!,0,0,1,0,0,0,0,0,0,0,0
2065,1325742876379271169,تحریم‌های نفتی و بانکی بیشترین فشار را به ملت ایران وارد آورد اما هدف اصلی طراحان را که سرنگونی نظام یا ایجاد هرج‌ومرج بود، تامین نکرد. شکست ترامپ فرصت جدیدی برای ایجاد #اجماع_ملی درباره #لغو_تحریم‌ها و دستیابی به منافع ملی، درعین حفظ قدرت دفاعی کشور فراهم آورده است.,0,0,1,0,0,0,1,0,0,0,1
4217,1454108749682065414,مرجعیت در مکتب تشیع دارای جایگاهی با عظمت و بی‌بدیل است و پاسداری از آن مقام رفیع واجب شرعی است همانا که «الفُقَهاءُ أُمَناءُ الرّسُل». دلسوزان انقلاب باید ملاحظه داشته باشند مواضع آن‌ها باعث خدشه به جایگاه رفیع مرجعیت معزّز نشود.,1,0,0,0,0,0,0,0,0,0,0
2667,1103337951159713793,در جبهه، اتفاقِ قشنگی می‌افتاد که بچه‌ها کم و بیش، همدیگر را از لذت‌های معنوی خبردار می‌کردند؛ ما هم این‌کار را انجام دهیم؛ مثلاً دربارۀ لذتِ «نماز جعفر طیار» باهم صحبت کنیم؛ این نمازِ پیشنهادی رسول‌الله(ص) است، اگر تجربه‌اش کنید، می‌بینید که چقدر لذت‌بخش است!,1,0,0,0,0,0,0,0,0,0,0
2474,1448008608550211589,خانم مارجوری تیلور گرین نماینده جورجیا در کنگره آمریکا یک نظرسنجی درباره تجزیه آمریکا برگزار کرده است. نتیحه و واکنش‌ها جالب است.,0,0,1,0,0,0,0,0,0,0,0
2146,1478626063634911234,توافق۵قدرت جهان برای ممانعت از گسترش سلاح هسته‌یی،تهدید رژیم توسط انگلیس در خصوص پایان زمان توافق وهشدار کارشناسان در خصوص خروج آمریکا از مذاکرات، رژیم را در۲راهی مرگ و خودکشی قرار داده است خامنه‌ای کاملا در بن‌بست است و نتیجه هر دو مسیر یکسان دوران پایانی کابوس۴۳ساله ولایت‌فقیه,0,0,1,0,0,0,1,0,0,0,0
508,1421456779943292937,۱/ در عصر حاضر با تحول در ساختارهای رسانه‌ای، هنر مداحی دستخوش تحولاتی متفاوت قرار گرفته است؛ از جمله استفاده از فضای استودیو، یا ترکیب موسیقی با صدای مداحی جهت ساخت تولیدات هنری. این تولیدات گاهی شامل ترکیب موسیقی و ادعیه نیز می‌شود... متن کامل یادداشت:,0,0,1,0,0,0,1,0,0,0,0
1471,1032128605567045634,با اصرار می گویند افرادی که پلاکاردهای تجمع #طلاب حوزه علمیه قم را سر دست بلند کرده اند،خودسر بوده اند. خب. یک تیم باتجربه باانصاف باسواد را مامور تحقیق کنند و نتیجه اش اعلام شود.. شاید استثنائا این بار کار #خودسرها باشد و بیگناه باشیم، #مااصولگراها,0,1,1,0,0,0,1,0,0,0,0
2540,1415532630402084868,خواستم در باره عملکرد برادر بسیارعزیزم،سخنگوی مستعفی و دوست داشتنی #شورای_نگهبان،چیزی بنویسم. دیدم اگر راست بنویسم، آقای #کدخدایی عزیز ناراحت می شود و اگر دروغ بنویسم خداوند را خوش نمی آید.  ترجیح دادم سکوت کنم تا به این ترتیب ، نه #خدا روی ترش کند،نه #کدخدا !,1,0,0,0,0,0,0,0,0,0,0
3271,1319711667719200769,رهبر انقلاب: فرهنگ غربی را باید در ادبیّات غربی جستجو کرد. کسانی که با ادبیّات اروپایی آشنا هستند، می‌دانند که در چشم فرهنگ اروپایی، از دوران قرون وسطی و تا اواسط قرن فعلی، زن موجود درجه دوم بوده است! هر چه بر خلاف این ادّعا کنند، خلاف می‌گویند.,0,1,0,0,0,0,0,0,1,0,0
584,1135145283430436866,آدم دوست دارد خوبی‌ها و رنج‌های خود را برای دیگران تعریف کند و یا آن‌ها را از زبان دیگران بشنود. اما خدا دوست دارد شایستگی مصاحبت با او را پیدا کنیم. برای همین باید این گونه گفتگوها با دیگران را کم کنیم. نباید دنبال آبرو پیش دیگران و گدای محبت دیگران باشیم تا خدا قلب ما را پر کند,1,0,0,0,0,0,0,0,0,0,0
775,1411426156289478658,آیت الله بهجت: ائمۀ ما به علما و فقها و راویان احادیث احترام میگذاشتند؛ ولی ما بی‌حرمتی می‌کنیم؛ غافل از اینکه کمترین سزای بی‌احترامی به آنها، بلاهایی است که در این دنیا بر انسان وارد می‌شود؛ از قبیل کوتاهی عمر، سوء عاقبت و… کتاب در محضر بهجت، ج۳، ص۲۶۳ #علامه_مصباح,0,0,0,0,0,0,1,0,1,0,0
1484,1441799394546765824,با انتصاب داوران #مسابقه_میدون بعنوان وزیر و معاون وزیر؛ جناب رییسی جهت رعایت کسوت، #احسان_علیخانی موسس #عصر_جدید را حداقل بعنوان معاون رییس جمهور منصوب کند. وقتی اختیار #جامعه_کارگری دست داور مسابقه باشد، مشخص است در انتصاب روسای #صندوق_بازنشستگی و #تامین_اجتماعی دچار چالش شوید,1,0,0,0,0,0,0,0,0,0,0
736,1051032436476399616,آنان که آفتاب پشت ابر را انکار می‌کنند، خود در تاریکی به سر می‌برند #آینده_از_آن_ملت_و_شهدا_است.,1,0,0,0,0,0,0,0,0,0,0
344,1478822796511698949,🔴برافراشتن پرچم #آلبانی در سازمان ملل متحد به‌عنوان عضو جدید #شورای_امنیت,0,0,1,0,0,0,0,0,0,0,0
2996,1464669969745162250,رئیس پیشین سازمان انرژی اتمی ایران گفته علیرغم فتوای خامنه‌ای درباره حرام بودن تولید سلاح هسته‌ای، محسن فخری‌زاده برای تولید این سلاح برای جمهوری اسلامی و جبهه مقاومت سیستم ایجاد کرده بود. در واقع گفته فتوا کشک است، بمب اصل است.,0,1,1,0,0,0,1,0,1,0,0
3935,1468963446297301005,کارمندان تلویزیون سعودی چندماه‌ گذشته بارها ورزشکاران زن ایرانی را آزار و اذیت روانی کرده‌اند. با این هدف که هزینه حضور بین‌الملی ورزشکاران زن ایرانی بالا رفته، حوزه ورزش زنان امنیتی و در نهایت محدود شود. چرا فعالان حقوق زن داخل قبل از اینکه دیر شود این آزارگران را محکوم نمیکنند؟,0,0,1,1,0,0,1,0,0,0,0
2218,1388911900516405255,جناب #ظریف بار دیگر بعداز بیانات رهبرانقلاب گفته حرفهایش نظر شخصی و صادقانه بوده و فقط بابت سوءاستفاده از انتشار آنها ابراز تاسف کرده است. ازایشان باید پرسید آیا این صادقانه است که کسی به راهبردهای کلان نظام در سیاست خارجی باور نداشته باشد ولی درجایگاه مجری آن سیاستها قرار بگیرد؟,0,0,0,0,0,0,1,0,0,1,0
3090,1384544745096204294,رفع ظلم و #کاهش_تبعیض در حق سربازان وظیفه به «اقدام موثر» نیاز داشت که مجلس با ۳.۵ برابر کردن حقوق سربازان، آن را محقق کرد. میانگین دریافتی ماهانه سربازان در سال جاری ۱.۵میلیون تومان، سربازان متاهل ونخبه «حداقل ۲میلیون‌ تومان»، وسربازان مناطق عملیاتی تا ۴میلیون‌‌ تومان خواهد بود.,0,0,1,0,0,1,0,0,0,0,1
3183,1280215124012421121,رهبر انقلاب: بنای کار ازدواج، بر سازش دختر و پسر است؛ باید با هم بسازند. این «با هم بسازند»، معنای خیلی عمیقی دارد.,1,0,0,0,0,0,0,0,0,0,0
3552,1464683986668724224,سوابق هذیان ▪️۱۸دی۹۰، رئیس دادگستری ارومیه: معترضان به خشکی دریاچه ارومیه علیه خدا راهپیمایی می‌کنند. ▪️۵آذر۱۴۰۰، امام جمعه مشهد: اعتراض به خشکسالی تجمع علیه خداست.,0,0,1,0,0,0,0,0,1,0,1
2340,1362414488675360773,چه شب زیبایی است #شب_آرزوها🌙... برای هم آرزوی خوب کنیم🙏🏻، دلخوری‌ها رو کنار بگذاریم. محبت موجب محبت میشه.,1,0,0,0,0,0,0,0,0,0,0
2975,1388752912994668544,دیشب در کلاب هاوس خبر آنلاین از ساعت ده تا نزدیک۳بامداد صحبت از مذاکرات وین بود.چند نفر از عزیزان خیلی قاطع میگفتند شرایط منطقه بگونه ایی است که ایران میبایستی نیرومندترین قدر نظامی باشد.یاد شاه افتادم و انتقاداتی که باو میکردیم که ایران را کرده قدرت نظامی اول و ژاندارم منطقه.,0,0,0,0,0,0,0,0,0,0,1
2863,1419144088822104064,دقت کردید روزهای آخر این دولت، هر روزش اندازه هزار روز می‌گذره؟,1,0,0,0,0,0,0,0,0,0,0
3072,1413198092120297472,رسول الله(ص):المُسلِمُ مَن سَلِمَ المُسلمونَ مِن لِسانِهِ و يَدِه: مسلمان كسى است كه مسلمانان از زبان و دست او در آسایش باشند. این حدیث رو زیاد شنیدیم و خیال می‌کنیم توصیه‌ای معمولی است ولی واقعا چقدر سخته آدم هیچ وقت چیزی نگه که دیگران آزرده بشن، تحقیر بشن، دلهره پیدا کنن و..,1,0,0,0,0,0,0,0,0,0,0
4884,1420636505777876992,یاعلی گفتن که می‌آموخت هر فرزندِ من آرزو می‌کردم از این یا‌علی‌ها بیشتر... #فقط_به_عشق_علی #عيد_الغدير,1,0,0,0,0,0,0,0,0,0,0
2732,1452645139806105610,"در شرایطی که کشور با کسری بودجه بی‌سابقه تحویل دولت سیزدهم شده بود، بلطف خدا در مهرماه مخارج دولت ""بدون هیچ انتشار #اوراق_بدهی جدید"" تأمین شد.",0,1,1,0,0,0,1,0,0,0,0
3707,1267763685734232064,طرح #شفافیت_آراء_نمایندگان که یکی از گام‌های اولیه در بخش شفاف‌سازی فرایندهای تصمیم‌گیری در مجلس شورای اسلامی است، امروز در مجلس اعلام وصول شد. پیش از این، شفاف‌سازی، هوشمندسازی، کارآمدسازی و مردمی‌سازی را چهار رویکرد اصلی در تحول مجلس و لازمۀ قوی و کارآمد شدن آن عنوان کرده بودم.,0,1,1,0,0,0,1,0,0,0,0
1368,1279705520086056961,ایکاش جلسه امروز مجلس درس عبرتی میشد برای #ظريف که بجای تلاش در تحبیب قلوب تندروها،برروی منافع ملی کشور می ایستادند.اصراری نمی ورزیدند سخنرانی ها و موضع گیری هایشان در مجامع بین المللی بگونه ایی باشد که آنان راخشنود سازد.حاصل هفت سال ملاحظه کاری و رفع و رجوع کردن را امروز دیدید.,0,1,1,0,0,0,1,0,0,0,0
1828,1392195098583183364,به جای رئیس‌جمهور جوان، به فکر کابینه صدردرصد تحولگرا باشیم و مدیران از صدر تا ذیل جوان، کاردان و عدالت‌طلب. #دولت_جوان_حزب‌اللهی,1,0,0,0,0,0,0,0,0,0,0
2214,1462371586699407362,جمیله علم‌الهدی، همسر رئیسی، در ۲سال اخیر دو شرکت زده. اولی «مکتب امام رضا» که خودش + دخترش (ریحانه) و دامادش (مقداد نیلی) که الان همه‌کاره دفتر رئیسی است. دومی «خانه انقلاب اسلامی» که خودش + خوراکیان (رئیس دفتر رئیسی در مشهد) و عطارزاده (رئیس دفتر مسعود خامنه‌ای)؛ الفبای مافیا.,0,0,1,0,0,1,0,0,0,0,0
242,1391780331511033864,#نظارت_استصوابی و بدعت‌های جنتی کار را به‌جایی رسانده که ۴۰ روز مانده به انتخابات، تکلیف نامزدها که هیچ، تکلیف مقررات انتخاباتی هم روشن نیست. شورای نگهبان به ستیز با قانون اساسی مشغول و رهبر هم به‌دلیل نگرانی از رای اکثریت، ساکت برابر انحراف، گویا به #انتخابات_حداقلی دل بسته است.,0,1,1,0,0,0,1,0,0,0,0
4876,1412007853171384322,یادش بخیر قدر دوران انتخابات با آتراکسیون های جذاب مناظرهها را ندانستیم.نه کمبود آب داشتیم،نه قطعی برق،نه کسی برای واکسن کرونا به ارمنستان میرفت و نه نظام برای کاربران فضای مجازی خط و نشان میکشید.تازه زنان،اهل سنت وکوردها هم تاج سر بودند.تنهایک مشکل داشتیم بنام دولت روحانی.,0,0,1,0,0,0,0,0,0,0,1
967,1419318671059599366,اسم طرحی را که دست و پای کاربران و کسب و کارهای فضای مجازی را می‌بندد گذاشته‌اند: طرح «حمایت از حقوق کاربران و خدمات پایه کاربردی»! برعکس نهند نام زنگی کافور,0,0,1,0,0,0,0,0,0,0,0
4389,1402703538061463555,من رییس جمهور سنجاقی و دفترچه‌ای نخواهم بود که چند نفر به من طرح‌های اقتصادی و کاغذ سخنرانی بدهند و همان‌ها را بدون فهم تکرار کنم. با برنامه‌ای دقیق آمده‌ام و بر هر تصمیم اقتصادی دولت به دقت نظارت خواهم کرد.,0,0,0,0,1,0,0,0,0,0,1
4367,1366657387256496128,ممکن است کسی بگوید مبارزه با قاچاق موادمخدر را رها کنید و به‌جای آن به جوانان آموزش دهید از آن دوری کنند. مردم تاجایی که بتوانند از خود در برابر آسیبها مراقبت می‌کنند؛ ولی چقدر می‌توان در محیطی که برای آلودگی بهینه شده، مقاومت کرد؟ پس وظیفه حاکمیت در این میان چیست؟,0,0,0,0,0,0,1,0,0,0,0
2750,1367888773414010881,در گفتگو با فایننشال تایمز به آمریکایی‌ها هشدار دادم که اجازه ادامه تحریم‌ها را نخواهیم داد و با عقب‌راندن آمریکایی‌ها تحریم‌ها را لغو یا بی اثر می‌کنیم. مذاکره فقط در چارچوب ۱+۵ و پس از لغو کامل تحریم‌ها امکان پذیر خواهد بود.,0,0,0,0,1,1,1,0,0,0,0
1833,1409387613916647426,به دوستِ عزیزم: زود جا نزن! جاده زندگی مشترک، شبیه جاده چالوس است؛ زیبا اما پُر پیچ و خم! رانندگی در آن مهارت می‌خواهد که بتوانی از مناظرش لذت ببری. سختی، چالش و مشکل جزئی از آن است، اما زیباست.,1,0,0,0,0,0,0,0,0,0,0
3773,1029242612685754368,"علیرغم ابهامات زیادیکه پیرامون عملکرد جناب قالیباف وجوددارد،""خانه ملت"" دو بار باطرح تحقیق و تفحص مخالفت کرده.""امیدیها"" امیدواربودنداینباررای بیاورد اماخانم فاطمه سعیدی گفتند""نمیدانم چه اتفاقی افتادکه رای نیاورد.""شایداگرخانم سعیدی بدخالت شورای نگهبان درانتخابات بنگرند متوجه شوند.",0,0,0,1,0,0,1,0,0,0,0
3975,1141672795362988032,کسی که اهل برنامه نباشد، اگر نماز هم بخواند، شک می‌کنیم؛ چون معلوم نیست روی چه حسابی نماز می‌خواند؟ فرد، نتوانسته روح خودش را منظم کند. لذا احتمال می‌دهیم او یک‌روز-مثل فنری که جمع شده و رها می‌شود- از دین بیرون برود، چون روحش آمادگی دین‌داری ندارد و آدم منظم و بابرنامه‌ای نیست.,1,0,0,0,0,0,0,0,0,0,0
2826,1408459978009100299,درگذشت دردناک وجانکاه پنج جوان رشید سرباز معلم رابه ملت شریف ایران و خانواده‌های آن عزیزان تسلیت می‌گویم. این حوادث غمبار باید تبدیل به فرصتی برای ایجاد سازوکارهای شفاف ودقیق شود تاهرگز شاهد تکرار چنین حوادثی نباشیم؛ دستگاه‌های مسئول اقدامات خود رادر این خصوص به مردم اعلام کنند.,0,0,1,0,0,0,1,0,0,0,0
4134,1419411934852653059,متأسفانه در اعتراضات اخیر تعدادی از مأموران توسط معترضان خورده شدند؛ مدرکم برای اثبات این ادعا هم ۲۶ سال سابقه رسانه و تولید بیش از هزاران ساعت برنامه است، سوال بیشتر هم نپرسین حیوانات دلقک!,0,0,1,0,0,0,0,0,0,0,0
871,1454108460820348930,"از ابتداء هم تکلیف روشن بود که تندروها چاره ایی الا مذاکره ندارند.اما وانمود کردند که هدفشان شکست""بن بست"" مذاکرات قبلی وین است.البته ""بن بست""بوجود آمده بود اما نه در وین بلکه برای تندروها که یک عمر لعن ونفرین و مخالفت با برجام ومذاکره با غرب را برای طرفدارانشان چگونه توجیه کنند؟",0,0,1,0,0,0,1,0,0,0,0
4372,1280120536002187264,ممنوعیت واردات تلفن همراه بالای ۳۰۰یورو دارای سه ایراد جدی است. با رییس کل بانک مرکزی و همچنین سرپرست وزارت صمت، صحبت کردم و استدلالها را مطرح کردم. با تاکید بر ضرورت رعایت اولویتهای منابع ارزی کشور، بنا شد این تصمیم بازنگری شود.,0,0,1,0,0,1,1,1,0,0,0
4961,1464872146597986306,یوسف نوری وزیر پیشنهادی #رئیسی_جلاد۶۷ برای آموزش و پرورش رای اعتماد گرفت. این فرد با سابقه عضویت در قرارگاه خاتم سپاه و نظارت بر محتوای فضای مجازی سابقه طولانی در سرکوب و سانسور دارد چنین فردی اکنون وزیر آموزش‌پرورش است. #ایران #اصفهان,0,1,1,0,0,0,0,0,0,0,0
2506,1089560665214279680,خدا می‌خواهد ما همیشه به خودش وابسته باشیم نه به ابزارها و امکانات خودمان! قرآن می‌فرماید: «أَنْتُمُ الْفُقَراءُ إِلَى اللَّهِ» شما هیچ‌وقت غنی نمی‌شوید، شما هیچ چیزی از خودتان ندارید و همۀ کارها دست خداست!,1,0,0,0,0,0,0,0,0,0,0
630,1361570435528347649,آقای #فریدون_عباسی حدود یکساعت(برخلاف اینکه گفته فقط چنددقیقه) در فرودگاه #مسکو مثلابرای تشریفات قانونی! تیم 62نفره #قالیباف را علاف می کند. می گوید چون اسمش در لیست دانشمندان هسته ای بوده این مشکل پیش آمده. آقای دانشمند! روسها وقتی #ویزا صادر می کردند،نمی دانستند شما کی هستید؟!,0,0,1,0,0,1,1,0,0,0,1
3861,1377183256118841345,قاضی‌زاده نایب رئیس مجلس اقلیت: «مذاکره یا عدم مذاکره خط قرمز انتخابات ۱۴۰۰ باشد.» پیشنهادی خوب و اجراشدنی. می‌توان همراه با انتخابات شوراها و ریاست جمهوری همه پرسی درباره #مذاکره و/یا برقراری #رابطه با #آمریکا را نیز برگزار کرد. موافقید؟,0,0,1,0,0,0,1,0,1,0,0
